SiteNumber,IslandCode,IslandName,SiteCode,SiteName,Species,ScientificName,CommonName,SurveyYear,SurveyDate,Quadrat_Number,CountA,CountB,CountC,CountD
13,AN,Anacapa Island,LC,Landing Cove,5001,Porifera,sponges,2022,6/2/2022,15,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,6003,Corynactis californicus,club-tipped anemone,2022,6/2/2022,15,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,6004,Balanophyllia elegans,orange cup coral,2022,6/2/2022,15,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,6005,Astrangia lajollaensis,La Jolla cup coral,2022,6/2/2022,15,1,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,7001,Diopatra ornata,ornate tube worm,2022,6/2/2022,15,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,7002,Phragmatopoma californica,colonial sand-tube worm,2022,6/2/2022,15,0,0,3,1
13,AN,Anacapa Island,LC,Landing Cove,9001,Serpulorbis squamigerus,scaled wormsnail,2022,6/2/2022,15,1,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,10001,Bryozoa,bryozoans (miscellaneous),2022,6/2/2022,15,6,5,2,4
13,AN,Anacapa Island,LC,Landing Cove,10002,Diaperoecia californica,Southern staghorn bryozoan,2022,6/2/2022,15,0,0,1,0
13,AN,Anacapa Island,LC,Landing Cove,11008,Pachythyone rubra,aggregated red sea cucumber,2022,6/2/2022,15,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,11010,Ophiothrix spiculata,spiny brittle star,2022,6/2/2022,15,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,12001,Tunicata,tunicates,2022,6/2/2022,15,3,4,3,5
13,AN,Anacapa Island,LC,Landing Cove,13002,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Miscellaneous Invertebrates excluding Ophiothrix spiculata,2022,6/2/2022,15,2,2,1,2
13,AN,Anacapa Island,LC,Landing Cove,15001,Bare Substrate,Bare Substrate,2022,6/2/2022,15,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,15002,Rock,Rock,2022,6/2/2022,15,10,10,10,10
13,AN,Anacapa Island,LC,Landing Cove,15003,Cobble,Cobble,2022,6/2/2022,15,0,0,0,0
13,AN,Anacapa Island,LC,Landing Cove,15004,Sand,Sand,2022,6/2/2022,15,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,1001,Chlorophyta,green algae,2022,5/20/2022,1,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,2001,Phaeophyta,brown algae (miscellaneous),2022,5/20/2022,1,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,2003,Desmarestia,acid weed,2022,5/20/2022,1,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,2007,Cystoseira,bladder chain kelp,2022,5/20/2022,1,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,2010,Macrocystis pyrifera,"giant kelp, all",2022,5/20/2022,1,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,2012,Eisenia arborea,"Southern sea palm, all",2022,5/20/2022,1,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,2013,Pterygophora californica,"California sea palm, all",2022,5/20/2022,1,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,2014,Laminaria farlowii,"oar weed, all",2022,5/20/2022,1,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,2017,Sargassum horneri,"Sargassum horneri, all",2022,5/20/2022,1,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,3001,Rhodophyta,red algae (miscellaneous),2022,5/20/2022,1,1,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,3002,Corallinales,articulated coralline algae,2022,5/20/2022,1,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,3003,Corallinales,encrusting coralline algae,2022,5/20/2022,1,9,7,9,5
32,AN,Anacapa Island,EFC,East Fish Camp,3004,Gelidium,agar weed,2022,5/20/2022,1,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,3005,Gigartina,sea tongue,2022,5/20/2022,1,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,4001,Plantae,miscellaneous plants (ie: diatoms),2022,5/20/2022,1,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,5001,Porifera,sponges,2022,5/20/2022,1,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,6003,Corynactis californicus,club-tipped anemone,2022,5/20/2022,1,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,6004,Balanophyllia elegans,orange cup coral,2022,5/20/2022,1,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,6005,Astrangia lajollaensis,La Jolla cup coral,2022,5/20/2022,1,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,7001,Diopatra ornata,ornate tube worm,2022,5/20/2022,1,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,7002,Phragmatopoma californica,colonial sand-tube worm,2022,5/20/2022,1,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,9001,Serpulorbis squamigerus,scaled wormsnail,2022,5/20/2022,1,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,10001,Bryozoa,bryozoans (miscellaneous),2022,5/20/2022,1,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,10002,Diaperoecia californica,Southern staghorn bryozoan,2022,5/20/2022,1,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,11008,Pachythyone rubra,aggregated red sea cucumber,2022,5/20/2022,1,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,11010,Ophiothrix spiculata,spiny brittle star,2022,5/20/2022,1,8,9,8,7
32,AN,Anacapa Island,EFC,East Fish Camp,12001,Tunicata,tunicates,2022,5/20/2022,1,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,13002,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Miscellaneous Invertebrates excluding Ophiothrix spiculata,2022,5/20/2022,1,1,1,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,15001,Bare Substrate,Bare Substrate,2022,5/20/2022,1,1,3,1,5
32,AN,Anacapa Island,EFC,East Fish Camp,15002,Rock,Rock,2022,5/20/2022,1,10,6,10,8
32,AN,Anacapa Island,EFC,East Fish Camp,15003,Cobble,Cobble,2022,5/20/2022,1,0,1,0,1
32,AN,Anacapa Island,EFC,East Fish Camp,15004,Sand,Sand,2022,5/20/2022,1,0,3,0,1
32,AN,Anacapa Island,EFC,East Fish Camp,1001,Chlorophyta,green algae,2022,5/20/2022,2,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,2001,Phaeophyta,brown algae (miscellaneous),2022,5/20/2022,2,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,2003,Desmarestia,acid weed,2022,5/20/2022,2,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,2007,Cystoseira,bladder chain kelp,2022,5/20/2022,2,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,2010,Macrocystis pyrifera,"giant kelp, all",2022,5/20/2022,2,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,2012,Eisenia arborea,"Southern sea palm, all",2022,5/20/2022,2,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,2013,Pterygophora californica,"California sea palm, all",2022,5/20/2022,2,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,2014,Laminaria farlowii,"oar weed, all",2022,5/20/2022,2,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,2017,Sargassum horneri,"Sargassum horneri, all",2022,5/20/2022,2,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,3001,Rhodophyta,red algae (miscellaneous),2022,5/20/2022,2,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,3002,Corallinales,articulated coralline algae,2022,5/20/2022,2,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,3003,Corallinales,encrusting coralline algae,2022,5/20/2022,2,6,6,8,8
32,AN,Anacapa Island,EFC,East Fish Camp,3004,Gelidium,agar weed,2022,5/20/2022,2,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,3005,Gigartina,sea tongue,2022,5/20/2022,2,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,4001,Plantae,miscellaneous plants (ie: diatoms),2022,5/20/2022,2,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,5001,Porifera,sponges,2022,5/20/2022,2,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,6003,Corynactis californicus,club-tipped anemone,2022,5/20/2022,2,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,6004,Balanophyllia elegans,orange cup coral,2022,5/20/2022,2,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,6005,Astrangia lajollaensis,La Jolla cup coral,2022,5/20/2022,2,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,7001,Diopatra ornata,ornate tube worm,2022,5/20/2022,2,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,7002,Phragmatopoma californica,colonial sand-tube worm,2022,5/20/2022,2,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,9001,Serpulorbis squamigerus,scaled wormsnail,2022,5/20/2022,2,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,10001,Bryozoa,bryozoans (miscellaneous),2022,5/20/2022,2,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,10002,Diaperoecia californica,Southern staghorn bryozoan,2022,5/20/2022,2,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,11008,Pachythyone rubra,aggregated red sea cucumber,2022,5/20/2022,2,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,11010,Ophiothrix spiculata,spiny brittle star,2022,5/20/2022,2,5,3,6,4
32,AN,Anacapa Island,EFC,East Fish Camp,12001,Tunicata,tunicates,2022,5/20/2022,2,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,13002,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Miscellaneous Invertebrates excluding Ophiothrix spiculata,2022,5/20/2022,2,0,1,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,15001,Bare Substrate,Bare Substrate,2022,5/20/2022,2,5,3,2,2
32,AN,Anacapa Island,EFC,East Fish Camp,15002,Rock,Rock,2022,5/20/2022,2,8,10,9,8
32,AN,Anacapa Island,EFC,East Fish Camp,15003,Cobble,Cobble,2022,5/20/2022,2,1,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,15004,Sand,Sand,2022,5/20/2022,2,1,0,1,2
32,AN,Anacapa Island,EFC,East Fish Camp,1001,Chlorophyta,green algae,2022,5/20/2022,3,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,2001,Phaeophyta,brown algae (miscellaneous),2022,5/20/2022,3,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,2003,Desmarestia,acid weed,2022,5/20/2022,3,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,2007,Cystoseira,bladder chain kelp,2022,5/20/2022,3,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,2010,Macrocystis pyrifera,"giant kelp, all",2022,5/20/2022,3,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,2012,Eisenia arborea,"Southern sea palm, all",2022,5/20/2022,3,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,2013,Pterygophora californica,"California sea palm, all",2022,5/20/2022,3,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,2014,Laminaria farlowii,"oar weed, all",2022,5/20/2022,3,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,2017,Sargassum horneri,"Sargassum horneri, all",2022,5/20/2022,3,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,3001,Rhodophyta,red algae (miscellaneous),2022,5/20/2022,3,3,3,0,1
32,AN,Anacapa Island,EFC,East Fish Camp,3002,Corallinales,articulated coralline algae,2022,5/20/2022,3,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,3003,Corallinales,encrusting coralline algae,2022,5/20/2022,3,5,5,6,5
32,AN,Anacapa Island,EFC,East Fish Camp,3004,Gelidium,agar weed,2022,5/20/2022,3,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,3005,Gigartina,sea tongue,2022,5/20/2022,3,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,4001,Plantae,miscellaneous plants (ie: diatoms),2022,5/20/2022,3,0,0,1,0
32,AN,Anacapa Island,EFC,East Fish Camp,5001,Porifera,sponges,2022,5/20/2022,3,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,6003,Corynactis californicus,club-tipped anemone,2022,5/20/2022,3,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,6004,Balanophyllia elegans,orange cup coral,2022,5/20/2022,3,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,6005,Astrangia lajollaensis,La Jolla cup coral,2022,5/20/2022,3,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,7001,Diopatra ornata,ornate tube worm,2022,5/20/2022,3,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,7002,Phragmatopoma californica,colonial sand-tube worm,2022,5/20/2022,3,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,9001,Serpulorbis squamigerus,scaled wormsnail,2022,5/20/2022,3,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,10001,Bryozoa,bryozoans (miscellaneous),2022,5/20/2022,3,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,10002,Diaperoecia californica,Southern staghorn bryozoan,2022,5/20/2022,3,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,11008,Pachythyone rubra,aggregated red sea cucumber,2022,5/20/2022,3,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,11010,Ophiothrix spiculata,spiny brittle star,2022,5/20/2022,3,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,12001,Tunicata,tunicates,2022,5/20/2022,3,0,0,1,1
32,AN,Anacapa Island,EFC,East Fish Camp,13002,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Miscellaneous Invertebrates excluding Ophiothrix spiculata,2022,5/20/2022,3,1,3,2,2
32,AN,Anacapa Island,EFC,East Fish Camp,15001,Bare Substrate,Bare Substrate,2022,5/20/2022,3,1,0,2,2
32,AN,Anacapa Island,EFC,East Fish Camp,15002,Rock,Rock,2022,5/20/2022,3,9,10,10,10
32,AN,Anacapa Island,EFC,East Fish Camp,15003,Cobble,Cobble,2022,5/20/2022,3,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,15004,Sand,Sand,2022,5/20/2022,3,1,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,1001,Chlorophyta,green algae,2022,5/20/2022,4,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,2001,Phaeophyta,brown algae (miscellaneous),2022,5/20/2022,4,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,2003,Desmarestia,acid weed,2022,5/20/2022,4,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,2007,Cystoseira,bladder chain kelp,2022,5/20/2022,4,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,2010,Macrocystis pyrifera,"giant kelp, all",2022,5/20/2022,4,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,2012,Eisenia arborea,"Southern sea palm, all",2022,5/20/2022,4,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,2013,Pterygophora californica,"California sea palm, all",2022,5/20/2022,4,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,2014,Laminaria farlowii,"oar weed, all",2022,5/20/2022,4,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,2017,Sargassum horneri,"Sargassum horneri, all",2022,5/20/2022,4,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,3001,Rhodophyta,red algae (miscellaneous),2022,5/20/2022,4,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,3002,Corallinales,articulated coralline algae,2022,5/20/2022,4,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,3003,Corallinales,encrusting coralline algae,2022,5/20/2022,4,7,9,7,8
32,AN,Anacapa Island,EFC,East Fish Camp,3004,Gelidium,agar weed,2022,5/20/2022,4,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,3005,Gigartina,sea tongue,2022,5/20/2022,4,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,4001,Plantae,miscellaneous plants (ie: diatoms),2022,5/20/2022,4,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,5001,Porifera,sponges,2022,5/20/2022,4,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,6003,Corynactis californicus,club-tipped anemone,2022,5/20/2022,4,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,6004,Balanophyllia elegans,orange cup coral,2022,5/20/2022,4,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,6005,Astrangia lajollaensis,La Jolla cup coral,2022,5/20/2022,4,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,7001,Diopatra ornata,ornate tube worm,2022,5/20/2022,4,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,7002,Phragmatopoma californica,colonial sand-tube worm,2022,5/20/2022,4,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,9001,Serpulorbis squamigerus,scaled wormsnail,2022,5/20/2022,4,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,10001,Bryozoa,bryozoans (miscellaneous),2022,5/20/2022,4,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,10002,Diaperoecia californica,Southern staghorn bryozoan,2022,5/20/2022,4,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,11008,Pachythyone rubra,aggregated red sea cucumber,2022,5/20/2022,4,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,11010,Ophiothrix spiculata,spiny brittle star,2022,5/20/2022,4,1,2,1,5
32,AN,Anacapa Island,EFC,East Fish Camp,12001,Tunicata,tunicates,2022,5/20/2022,4,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,13002,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Miscellaneous Invertebrates excluding Ophiothrix spiculata,2022,5/20/2022,4,1,0,1,1
32,AN,Anacapa Island,EFC,East Fish Camp,15001,Bare Substrate,Bare Substrate,2022,5/20/2022,4,2,1,2,1
32,AN,Anacapa Island,EFC,East Fish Camp,15002,Rock,Rock,2022,5/20/2022,4,10,10,10,10
32,AN,Anacapa Island,EFC,East Fish Camp,15003,Cobble,Cobble,2022,5/20/2022,4,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,15004,Sand,Sand,2022,5/20/2022,4,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,1001,Chlorophyta,green algae,2022,5/20/2022,5,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,2001,Phaeophyta,brown algae (miscellaneous),2022,5/20/2022,5,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,2003,Desmarestia,acid weed,2022,5/20/2022,5,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,2007,Cystoseira,bladder chain kelp,2022,5/20/2022,5,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,2010,Macrocystis pyrifera,"giant kelp, all",2022,5/20/2022,5,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,2012,Eisenia arborea,"Southern sea palm, all",2022,5/20/2022,5,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,2013,Pterygophora californica,"California sea palm, all",2022,5/20/2022,5,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,2014,Laminaria farlowii,"oar weed, all",2022,5/20/2022,5,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,2017,Sargassum horneri,"Sargassum horneri, all",2022,5/20/2022,5,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,3001,Rhodophyta,red algae (miscellaneous),2022,5/20/2022,5,0,0,0,1
32,AN,Anacapa Island,EFC,East Fish Camp,3002,Corallinales,articulated coralline algae,2022,5/20/2022,5,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,3003,Corallinales,encrusting coralline algae,2022,5/20/2022,5,9,8,6,9
32,AN,Anacapa Island,EFC,East Fish Camp,3004,Gelidium,agar weed,2022,5/20/2022,5,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,3005,Gigartina,sea tongue,2022,5/20/2022,5,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,4001,Plantae,miscellaneous plants (ie: diatoms),2022,5/20/2022,5,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,5001,Porifera,sponges,2022,5/20/2022,5,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,6003,Corynactis californicus,club-tipped anemone,2022,5/20/2022,5,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,6004,Balanophyllia elegans,orange cup coral,2022,5/20/2022,5,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,6005,Astrangia lajollaensis,La Jolla cup coral,2022,5/20/2022,5,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,7001,Diopatra ornata,ornate tube worm,2022,5/20/2022,5,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,7002,Phragmatopoma californica,colonial sand-tube worm,2022,5/20/2022,5,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,9001,Serpulorbis squamigerus,scaled wormsnail,2022,5/20/2022,5,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,10001,Bryozoa,bryozoans (miscellaneous),2022,5/20/2022,5,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,10002,Diaperoecia californica,Southern staghorn bryozoan,2022,5/20/2022,5,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,11008,Pachythyone rubra,aggregated red sea cucumber,2022,5/20/2022,5,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,11010,Ophiothrix spiculata,spiny brittle star,2022,5/20/2022,5,5,4,5,4
32,AN,Anacapa Island,EFC,East Fish Camp,12001,Tunicata,tunicates,2022,5/20/2022,5,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,13002,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Miscellaneous Invertebrates excluding Ophiothrix spiculata,2022,5/20/2022,5,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,15001,Bare Substrate,Bare Substrate,2022,5/20/2022,5,2,1,4,1
32,AN,Anacapa Island,EFC,East Fish Camp,15002,Rock,Rock,2022,5/20/2022,5,10,10,9,10
32,AN,Anacapa Island,EFC,East Fish Camp,15003,Cobble,Cobble,2022,5/20/2022,5,0,0,1,0
32,AN,Anacapa Island,EFC,East Fish Camp,15004,Sand,Sand,2022,5/20/2022,5,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,1001,Chlorophyta,green algae,2022,5/20/2022,6,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,2001,Phaeophyta,brown algae (miscellaneous),2022,5/20/2022,6,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,2003,Desmarestia,acid weed,2022,5/20/2022,6,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,2007,Cystoseira,bladder chain kelp,2022,5/20/2022,6,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,2010,Macrocystis pyrifera,"giant kelp, all",2022,5/20/2022,6,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,2012,Eisenia arborea,"Southern sea palm, all",2022,5/20/2022,6,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,2013,Pterygophora californica,"California sea palm, all",2022,5/20/2022,6,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,2014,Laminaria farlowii,"oar weed, all",2022,5/20/2022,6,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,2017,Sargassum horneri,"Sargassum horneri, all",2022,5/20/2022,6,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,3001,Rhodophyta,red algae (miscellaneous),2022,5/20/2022,6,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,3002,Corallinales,articulated coralline algae,2022,5/20/2022,6,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,3003,Corallinales,encrusting coralline algae,2022,5/20/2022,6,7,4,4,6
32,AN,Anacapa Island,EFC,East Fish Camp,3004,Gelidium,agar weed,2022,5/20/2022,6,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,3005,Gigartina,sea tongue,2022,5/20/2022,6,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,4001,Plantae,miscellaneous plants (ie: diatoms),2022,5/20/2022,6,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,5001,Porifera,sponges,2022,5/20/2022,6,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,6003,Corynactis californicus,club-tipped anemone,2022,5/20/2022,6,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,6004,Balanophyllia elegans,orange cup coral,2022,5/20/2022,6,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,6005,Astrangia lajollaensis,La Jolla cup coral,2022,5/20/2022,6,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,7001,Diopatra ornata,ornate tube worm,2022,5/20/2022,6,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,7002,Phragmatopoma californica,colonial sand-tube worm,2022,5/20/2022,6,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,9001,Serpulorbis squamigerus,scaled wormsnail,2022,5/20/2022,6,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,10001,Bryozoa,bryozoans (miscellaneous),2022,5/20/2022,6,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,10002,Diaperoecia californica,Southern staghorn bryozoan,2022,5/20/2022,6,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,11008,Pachythyone rubra,aggregated red sea cucumber,2022,5/20/2022,6,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,11010,Ophiothrix spiculata,spiny brittle star,2022,5/20/2022,6,4,6,2,1
32,AN,Anacapa Island,EFC,East Fish Camp,12001,Tunicata,tunicates,2022,5/20/2022,6,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,13002,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Miscellaneous Invertebrates excluding Ophiothrix spiculata,2022,5/20/2022,6,1,1,1,1
32,AN,Anacapa Island,EFC,East Fish Camp,15001,Bare Substrate,Bare Substrate,2022,5/20/2022,6,2,5,5,3
32,AN,Anacapa Island,EFC,East Fish Camp,15002,Rock,Rock,2022,5/20/2022,6,10,10,10,10
32,AN,Anacapa Island,EFC,East Fish Camp,15003,Cobble,Cobble,2022,5/20/2022,6,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,15004,Sand,Sand,2022,5/20/2022,6,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,1001,Chlorophyta,green algae,2022,5/20/2022,7,0,0,0,0
32,AN,Anacapa Island,EFC,East Fish Camp,2001,Phaeophyta,brown algae (miscellaneous),2022,5/20/2022,7,0,0,0,0
